freq;N2;tx_site;N4;N5;programme;country;N6;N7;N8;N9;closed;N10;N11;N12;N13;station;N14;N15;N16
1431.000;c;Hemyock Hospital;;;;G;;;0.001;N;;;03w14/50n55;;;ex Apple AM (LPAM), which is now on 97.3 FM;;;
1431.000;c;Penketh High School;EN-;;;G;;;0.001;;;;02w40/53n23;;;ex Viva;;;
1431.000;;Redhill Hospital;;;Radio Redhill;G;;;0.001;N;;;00w10/51n13;;;Radio Redhill;;;
1431.000;c;Sheffield/Northern General;EN-;en;;G;;;0.001;N;;;01w28/53n25;;;ex HBS Radio, Hospital Broadcasting Sheffield;;;
1431.000;c;Swansea;WA-;en;;G;;;0.001;N;;;03w57/51n38;;;ex Xtreme AM (LPAM);;;
1449.000;;Aberdeen/Redmoss;SC-;en;BBC Radio 4;G;;;2.000;N;;;02w06/57n07;76;;;;;
1449.000;;Peterborough/Gunthorpe;EN-;;BBC Asian Network;G;;;0.150;N;;3;00w15/52n37;83;;;;;
1449.000;;Leicester (Highfields);EN-;;Leicester Community Radio;G;;;0.050;N;;;01w07/52n38;20;;In partnership with Leicester City Council;;;
1449.000;c;Bath;EN-;;;G;;;0.001;N;;;02w22/51n23;;;ex University Radio Bath;;;
1449.000;c;Blaenavon;WA-;;;G;;;0.001;;;;03w03/51n45;;;ex Wham! Radio 1449;;;
1449.000;c;Brill;;;;G;;;0.001;N;;181;01w03/51n49;13;;ex Brill AM;;;
1449.000;i;North Bristol College Campus;;;The Hub;G;;;0.001;N;;;02w33/51n30;;;;;;
1449.000;c;RAF Lyneham;EN-;;;G;;;0.001;N;;;01w59/51n30;;;ex Lyneham Radio;;;
1458.000;;Brookmans Park/4 wire T aeri;EN-;;Lyca Radio 1458;G;;;125.000;D;;128;00w11/51n44;76;;uses 14 kHz bandwidth, ex Sunrise Radio;;;
1458.000;;Ashton Moss/Arqiva;EN-;en;Gold;G;;;5.000;D;;101;02w07/53n29;49;;;;;
1458.000;;Birmingham/Langley Mill-A;EN-;;BBC Asian Network;G;;;5.000;D;;91;01w46/52n34;71;;;;;
1458.000;c;Newcastle upon Tyne/Wrekento;EN-;en;;G;;;2.000;N;07.04.20;152;01w34/54n56;46;;ex BBC Radio Newcastle, closed 7 Apr 2020;;;
1458.000;c;Torbay/Occombe;EN-;en;;G;;;1.000;D;;131;03w35/50n27;;;ex BBC Radio Devon;;;
1458.000;c;Whitehaven;EN-;en;;G;;;0.500;N;08.04.20;8;03w35/54n32;;;ex BBC Radio Cumbria, closed 8 Apr 2020;;;
1476.000;;Coalville;EN-;;Carillon Wellbeing Radio;G;;;0.250;;;153;01w20/52n44;;;Loughborough Hospital Radio, r. Radio Seagull 2000-0400;;;
1485.000;c;Hull/Paull;EN-;en;;G;;;2.000;N;09.03.18;8;00w14/53n43;;;ex BBC Radio Humberside, permanently ceased broadcasting on 29 January 2018.;;;
1485.000;c;Wallasey;EN-;en;;G;;;2.000;N;09.03.18;40;03w03/53n26;46;;ex BBC Radio Merseyside, closed 9 March 2020;;;
1485.000;c;Brighton/Southwick;EN-;en;;G;;;1.000;N;30.01.18;5;00w15/50n50;83;;ex BBC Sussex, permanently ceased broadcasting on 30 January 2018.;;;
1485.000;c;Newbury/Washwater;EN-;en;;G;;;1.000;N;15.05.15;30;01w21/51n22;;;ex Smooth Radio, ex Gold, closed 15May2015;;;
1485.000;;Carlisle/Brisco;EN-;en;BBC Radio 4;G;;;0.790;N;;38;02w55/54n52;46;;;;;
1494.000;;;;;Radio Rock Revolution;G;;;;;;;;;;unlicensed, irregular;;;
1503.000;c;Stoke-on-Trent/Sideway;EN-;en;;G;;;1.000;N;23.06.21;104;02w11/52n59;51;;ex BBC Stoke, closed 23 June 2021;;;
1503.000;c;East London/Bow;EN-;;;G;;;0.100;N;;6;00w01/51n32;51;;ex Betar Bangla until March 2020, ex Sound Radio (LPAM);;;
1503.000;c;Newent;EN-;en;;G;;;0.003;;;;02w24/51n56;;;ex Forest of Dean Community R. (LPAM);;;
1503.000;c;Irthlingborough;EN-;;;G;;;0.001;;;;00w36/52n19;;;ex Radio Diamonds (RSL);;;
1521.000;c;Duxhurst;EN-;en;;G;;;0.640;;;65;00w12/51n12;;;ex Smooth Radio, ex Gold;;;
1521.000;c;Coleford/Mile End;EN-;en;;G;;;0.200;;;;02w35/51n48;;;ex Forest of Dean Community R. (LPAM);;;
1521.000;;Coventry/Ryton on Dunsmore;EN-;;Radio Panj;G;;;0.100;;;80;01w26/52n22;30;;;;;
1521.000;;Willaston;EN-;en;Flame CCR;G;;;0.070;N;;49;03w05/53n24;12;;low power, Flame Christian Community Radio;;;
1530.000;c;Huddersfield/Vicars Lot;EN-;en;;G;;;0.740;N;23.01.23;340;01w54/53n39;65;;ex Greatest Hits Radio West Yorkshire (Bradford), closed 23 Jan 2023, ex Pulse 2, ex Gold;;;
1530.000;c;Worcester/Cotheridge;EN-;en;;G;;;0.520;;;;02w17/52n11;;;ex Sunshine Radio, Gold;;;
1530.000;c;Southend/Rayleigh;EN-;en;;G;;;0.150;N;01.02.18;33;00e38/51n35;21;;ex BBC Essex, permanently ceased broadcasting on February 1, 2018.;;;
1530.000;;Glasgow;SC-;;Radio Ramadhan;G;;;0.040;N;;8;04w15/55n53;16;;irregular, ex Celtic Music Radio (now on 95 MHz FM);;;
1548.000;;London/Saffron Green;EN-;en;Gold;G;;;97.500;D;;98;00w15/51n40;71;;;;;
1548.000;c;Bristol/Mangotsfield;EN-;;;G;;;8.000;D;28.02.15;48;02w28/51n30;50;;closed 20Feb2016, ex BBC Radio Bristol, switch off trial first half of Feb2015;;;
1548.000;;Edinburgh/Colinswell;SC-;en;Forth 2;G;;;2.200;N;;;03w15/56n04;110;;;;;
1548.000;c;Liverpool/Bebington;EN-;en;;G;;;1.000;N;07.12.15;10;02w59/53n21;36;;ex City Talk, ex Radio City 2 07Dec2015, moved to 105.9 FM, ex. Magic AM;;;
1548.000;c;Middlesborough;EN-;;;G;;;1.000;;;;01w13/54n34;;;ex BBC Radio Cleveland;;;
1548.000;;Sheffield/Skew Hill;EN-;;Greatest Hits Radio;G;;;0.740;D;;229;01w30/53n26;53;;ex Hallam 2, ex ex Magic AM;;;
1557.000;;Northampton/Kings Heath;EN-;en;Gold;G;;;0.760;N;;76;00w55/52n16;61;;ex Smooth, ex Gold;;;
1557.000;;Southampton/Veals Farm;EN-;en;Smooth Radio;G;;;0.500;N;;4;01w26/50n53;41;;ex Gold;;;
1557.000;c;Oxcliffe;EN-;en;;G;;;0.250;N;;4;02w51/54n03;45;;ex BBC Radio Lancashire;;;
1566.000;;Taunton;EN-;en;BBC Somerset;G;;;1.000;N;;;03w05/51n01;;;power as per OFCOM file, ex 0.63 kW;;;
1566.000;;Guildford/Peasmarsh;EN-;en;Premier Christian Radio;G;;;0.800;N;;39;00w36/51n12;39;;ex Eagle Extra, County Sound;;;
1566.000;;Bury;EN-;;Salaam BCR;G;;;0.060;;;114;;;;;;;
1575.000;c;Aylesbury/Mandeville Road;EN-;en;;G;;;0.003;N;;;00w48/51n48;;;ex Stoke Mandeville Hospital Radio (LPAM) ->87.7MHz;;;
1575.000;;Leicester;EN-;;Radio Seerah;G;;;0.003;;;;;;;*Feb2019;;;
1575.000;c;Barnsley;EN-;;;G;;;0.001;;;;01w28/53n34;;;ex Oakwell 15-75 AM (RSL);;;
1575.000;c;Hull;EN-;;;G;;;0.001;;;;00w20/53n45;;;ex Jam AM Univ. of Hull (LPAM);;;
1575.000;c;Newcastle upon Tyne;EN-;en;;G;;;0.001;N;;;01w35/54n59;;;ex Hospital Radio Tyneside (LPAM), ->93.6 MHz;;;
1584.000;;London/Sewardstone;EN-;;Jeo Radio;G;;;2.000;N;;18;00w02/51n34;36;;ex Asian FX Radio, Love Sport Radio, swap with Panjab Radio 1.8.2019, ex London Turkish Radio, power estimated, 200w coordinated;;;
1584.000;c;Clipstone;EN-;en;;G;;;1.000;N;21.09.12;91;01w08/53n10;;;ex BBC Radio Nottingham, switch off trial 21Sep2012, permanently ceased broadcasting.;;;
1584.000;c;Woofferton;EN-;en;;G;;D;1.000;N;23.06.21;76;02w43/52n19;17;;ex BBC testing in DRM 0800-1600, ex BBC Hereford & Worcester, closed 23 June 2021;;;
1584.000;;Perth/Friarton Road;SC-;en;Tay 2;G;;;0.210;N;;122;03w26/56n23;31;;ex. Tay AM;;;
1602.000;c;Rusthall;EN-;en;;G;;;0.250;N;;104;00e13/51n08;;;ex BBC Radio Kent;;;
1602.000;;London/Glade Lane;EN-;;Desi Radio;G;;;0.150;N;;30;00w22/51n30;42;;;;;
1602.000;c;Ascot;EN-;en;;G;;;0.001;N;;;00w40/51n24;;;ex Horse Racing RSL;;;
1602.000;c;Brands Hatch;EN-;en;;G;;;0.001;N;;;00e16/51n21;;;ex Motor Racing RSL;;;
1602.000;c;Castle Coombe;EN-;en;;G;;;0.001;N;;;02w22/51n23;;;ex Motor Racing RSL;;;
1602.000;c;Doncaster;EN-;en;;G;;;0.001;N;;;01w07/53n32;;;ex Horse Racing RSL;;;
1602.000;c;Donington Park;EN-;en;;G;;;0.001;N;;;01w23/52n50;;;ex Motor Racing RSLs, now on 87.7;;;
1602.000;c;Knockhill;SC-;en;;G;;;0.001;;;;03w29/56n04;;;ex Motor Racing RSLs, moved to FM;;;
1602.000;c;Oulton Park;EN-;en;;G;;;0.001;N;;;02w40/53n09;;;ex Motor Racing RSLs, now on 87.7 FM;;;
1602.000;c;Silverstone;EN-;en;;G;;;0.001;N;;;01w02/52n06;;;ex Motor Racing RSLs, now on 87.7;;;
1602.000;c;Snetterton;EN-;en;;G;;;0.001;N;;;00e45/52n25;;;ex Motor Racing RSL;;;
1602.000;c;York;EN-;en;;G;;;0.001;N;;;01w05/53n58;;;ex Horse Racing RSL;;;
1602.000;c;Manchester;EN-;;;G;;;;;;;02w16/53n27;;;ex Heritage Radio, ->90.6 MHz;;;
1662.500;;St Peter Port/Trinity House;GUE;;GUC SAR Guernsey;G;;u;;;;;02w32/49n28;;;GUC;;;
1743.000;;Butt of Lewis;SC-;en;Stornoway Coastguard;G;;u;;;;;06w16/58n31;;;;;;
1743.000;;Stornoway Radio;SC;;STORNOWAY;G;;b;;;;;06w12/58n29;;;SSB;;;
1767.000;;Milford Haven;WA-;;Milford Haven Coastguard;G;;u;;;;;05w02/51n43;;;;;;
1770.000;;Collafirth;SC-;en;Shetland Coastguard;G;;u;;;;;01w16/60n24;;;;;;
1770.000;;Lerwick;SC-;;SHETLAND;G;;b;;;;;01w08/60n09;;;SSB;;;
1810.050;;Gainsborough Eclipse;;;G3RAU;G;;b;;;;;;;;;;;
1869.000;;Yarmouth;EN-;;Yarmouth Coastguard;G;;u;;;;;01w30/50n42;;;;;;
1880.000;;Holyhead;WA-;;Holyhead Coastguard;G;;u;;;;;04w38/53n18;;;;;;
1880.000;;Scilly Isles / St Mary;EN-;;SCILLIES;G;;b;;;;;06w17/49n54;;;SSB;;;
1883.000;;Tiree;SC-;en;Belfast Coastguard;G;;u;;;;;06w58/56n30;;;;;;
1925.000;;Flamborough Head;EN-;;Humber Coastguard;G;;u;;;;;00w05/54n07;;;Fishing vessels working channel;;;
1960.000;;Poldhu, Cornwall;EN-;;GB3SSS;G;;b;;;;;05w16/50n02;;;2006 1L;;;
1960.000;;Southampton;EN-;;G4JNT;G;;b;;;;;01w24/50n54;;;2006 1L;;;
2177.000;;Aberdeen Radio;SC;;2320004;G;;b;;;;;02w12/57n39;;;2010 1L;;;
2177.000;;RNLI College Poole;;;235899980;G;;b;;;;;;;;;;;
2182.000;;Humber CG Radio;;;HUMBER;G;;b;;;;;;;;SSB;;;
2187.500;;Dover;EN-;;Snargate Radio Dover;G;;2;0.150;;;;01e21/51n08;;;2014 15L MMSI 2320204;;;
2187.500;;Snargate Radio Dover;;;2320204;G;;b;0.150;;;;01e17/51n06;;;DSC test station;;;
2187.500;;Rame Head;EN-;;Brixham Radio;G;;2;0.025;;;;04w13/50n19;;;2014 105L MMSI 2320013;;;
2187.500;;Rame Head;EN-;;2320013;G;;b;0.025;;;;04w13/50n19;;;Ex. Brixham Radio ENG;;;
2187.500;;Aberdeen/Girdleness;SC-;;Aberdeen Radio;G;;2;;;;;02w03/57n08;;;2014 809L MMSI 2320004;;;
2187.500;;Aberdeen/Girdleness;SC-;;2320004;G;;b;;;;;02w03/57n08;;;;;;
2187.500;;Ardkeen;NI;;Belfast Radio;G;;2;;;;;05w37/54n41;;;2014 510L MMSI 2320021;;;
2187.500;;Ardkeen;NI;;2320021;G;;b;;;;;05w37/54n41;;;;;;
2187.500;;Chediston;;;Great Yarmouth Radio;G;;2;;;;;01e42/52n36;;;2014 16L MMSI 2320008;;;
2187.500;;Flamborough Head;EN-;;Humber Radio;G;;2;;;;;00w05/54n07;;;2014 689L MMSI 2320007;;;
2187.500;;Flamborough Head;EN-;;2320007;G;;b;;;;;00w05/54n07;;;;;;
2187.500;;Gower;WA-;;Swansea Radio;G;;2;;;;;04w17/51n34;;;2014 64L MMSI 2320016;;;
2187.500;;Gower;WA-;;2320016;G;;b;;;;;04w17/51n34;;;Ex. Swansea Radio WLS;;;
2187.500;;Great Yarmouth;EN-;;2320008;G;;b;;;;;01e44/52n37;;;Ex. Yarmouth Radio ENG;;;
2187.500;;Holyhead;WA-;;Holyhead Radio;G;;2;;;;;04w38/53n18;;;2012 5L MMSI 2320018;;;
2187.500;;Holyhead Radio;;;2320018;G;;b;;;;;;;;;;;
2187.500;;Lerwick;SC-;;2320001;G;;b;;;;;01w08/60n09;;;;;;
2187.500;;Lizard Point;EN-;;Falmouth Radio;G;;2;;;;;05w12/49n58;;;2014 508L MMSI 2320014;;;
2187.500;;Lizard Point;EN-;;2320014;G;;b;;;;;05w12/49n58;;;;;;
2187.500;;Milford Haven;WA-;;Milford Haven Radio;G;;2;;;;;05w02/51n43;;;2014 342L MMSI 2320017;;;
2187.500;;Milford Haven Radio;;;2320017;G;;b;;;;;;;;;;;
2187.500;;RNLI College Poole;;;235899980;G;;b;;;;;;;;RNLI College;;;
2187.500;;RNLI College Poole;;;235899982;G;;b;;;;;;;;RNLI College;;;
2187.500;;Shetland Radio (Lerwick);SC-;;Shetland Radio (Lerwick);G;;2;;;;;01w07/60n09;;;2014 763L MMSI 2320001;;;
2187.500;;Snargate Radio Dover;;;2320010;G;;b;;;;;01e17/51n06;;;;;;
2187.500;;Solent Radio;;;2320011;G;;b;;;;;;;;;;;
2187.500;;Stornoway Radio;SC;;Stornoway Radio;G;;2;;;;;06w12/58n29;;;2014 481L MMSI 2320024;;;
2187.500;;Stornoway Radio;SC;;2320024;G;;b;;;;;06w12/58n29;;;;;;
2187.500;;Tiree;SC-;;Clyde Radio;G;;2;;;;;06w58/56n30;;;2014 143L MMSI 2320022;;;
2187.500;;UK Coastguard;;;2320002;G;;b;;;;;;;;;;;
2187.500;;UK Coastguard;;;2320003;G;;b;;;;;;;;;;;
2187.500;;UK Coastguard;;;2320005;G;;b;;;;;;;;Ex. Forth Radio SCT;;;
2187.500;;UK Coastguard;;;2320006;G;;b;;;;;;;;Ex. Tyne Tees Radio ENG;;;
2187.500;;UK Coastguard;;;2320012;G;;b;;;;;;;;Ex. Portland Radio ENG;;;
2187.500;;UK Coastguard;;;2320015;G;;b;;;;;;;;;;;
2187.500;;UK Coastguard;;;2320019;G;;b;;;;;;;;EX. Liverpool Radio ENG;;;
2187.500;;UK Coastguard;;;2320020;G;;b;;;;;;;;;;;
2187.500;;UK Coastguard;;;2320022;G;;b;;;;;;;;Ex. Clyde Radio SCT;;;
2187.500;;UK Coastguard;;;2320023;G;;b;;;;;;;;;;;
2187.500;;Walton-on-the-Naze;EN-;;Thames Radio;G;;2;;;;;01e17/51n52;;;2014 290L MMSI 2320009;;;
2187.500;;Walton-on-the-Naze;EN-;;2320009;G;;b;;;;;01e17/51n52;;;;;;
2201.100;;London;EN-;;GYA Royal Navy;G;;r;;;;;00w07/51n30;;;GYA;;;
2203.000;;Faslane/Royal Navy Base;SC-;;MGJ Royal Navy Faslane;G;;r;;;;;04w49/56n03;;;MGJ;;;
2203.000;;London;EN-;;GYA Royal Navy;G;;r;;;;;00w07/51n30;;;GYA;;;
2226.000;;Aberdeen Radio;SC;;ABERDEEN;G;;b;;;;;02w12/57n39;;;SSB;;;
2226.000;;Aberdeen/Girdleness;SC-;en;Aberdeen Coastguard;G;;u;;;;;02w03/57n08;;;;;;
2226.000;;Butt of Lewis;SC-;;Stornoway Coastguard;G;;u;;;;;06w16/58n31;;;;;;
2226.000;;Collafirth;SC-;;Shetland Coastguard;G;;u;;;;;01w16/60n24;;;;;;
2226.000;;Flamborough Head;EN-;en;Humber Coastguard;G;;u;;;;;00w05/54n07;;;;;;
2226.000;;Lizard Point;EN-;;Falmouth Coastguard;G;;u;;;;;05w12/49n58;;;;;;
2368.000;;Cape Wrath;SC-;;Royal Navy Cape Wrath;G;;u;;;;;04w60/58n38;;;;;;
2388.000;t;-;;;Guardian Oilfield Services;G;;u;;;;;;;;;;;
2516.000;;-;;;GYA Royal Navy;G;;r;;;;;;;;GYA;;;
2596.000;t;-;;;United Kingdom Coastguard;G;;u;;;;;;;;;;;
2618.500;;Northwood/JOMOC;EN-;;GYA UK Met Office/Royal Navy;G;;f;10.000;;;;00w25/51n37;;;GYA;;;
2618.500;;Northwood/JOMOC;EN-;;GYA;G;;b;;;;;00w25/51n37;;;FAX;;;
2670.000;;Lizard Point;EN-;;Falmouth Coastguard;G;;u;;;;;05w12/49n58;;;Fishing vessels working channel;;;
2691.000;;Aberdeen/Girdleness;SC-;;Aberdeen Coastguard;G;;u;;;;;02w03/57n08;;;Fishing vessels working channel;;;
2813.300;;Plymouth;EN-;;MTI Royal Navy Plymouth;G;;r;;;;;04w08/50n24;;;MTI, mod:u,r;;;
2813.900;;Plymouth;EN-;;MTI Royal Navy Plymouth;G;;r;;;;;04w08/50n24;;;MTI, mod:u,r;;;
3023.000;t;-;;;United Kingdom Coastguard;G;;u;;;;;;;;;;;
3280.500;;Northwood/JOMOC;EN-;;GYA UK Met Office/Royal Navy;G;;f;10.000;;;;00w25/51n37;;;GYA;;;
3390.000;;Faslane/Royal Navy Base;SC-;;MGJ Royal Navy Faslane;G;;r;;;;;04w49/56n03;;;MGJ;;;
4029.000;i;unknown;EN-;en;Laser Hot Hits;G;;;1.000;;;;02w30/51n20;;;Free Radio, evenings & weekends, 4026-4029 kHz;;;
4163.300;;Inskip;EN-;;MKL;G;;b;;;;;02w50/53n50;;;STANAG;;;
4207.500;;RNLI College Poole;;;235899980;G;;b;;;;;;;;RNLI College;;;
4207.500;;Snargate Radio Dover;;;2320204;G;;b;;;;;01e17/51n06;;;DSC Test facility;;;
4235.000;c;Chelveston;EN-;;;G;;u;10.000;;;;00w32/52n18;;;ex RAF Volmet from Chelveston;;;
4610.000;;Northwood/JOMOC;EN-;;GYA UK Met Office/Royal Navy;G;;f;10.000;;;;00w25/51n37;;;GYA;;;
4610.000;;Northwood/JOMOC;EN-;;GYA;G;;b;;;;;00w25/51n37;;;FAX;;;
4732.000;;Northwood;;;MKL;G;;b;;;;;;;;RTTY 75/850;;;
5290.000;;Cumbria;EN-;;GB3WES;G;;b;0.010;;;;02w37/54n33;;;2014 20L;;;
5290.000;;near Didcot;EN-;;GB3RAL;G;;b;0.010;;;;01w17/51n33;;;2014 20L;;;
5290.000;;Orkney;SC-;;GB3ORK;G;;b;;;;;03w12/59n01;;;2014 21L;;;
5450.000;;St Eval;EN-;en;MKL Military One Volmet;G;;u;10.000;;;;05w00/50n29;;;ex MVU RAF Volmet;;;
5450.000;;St Eval;EN-;;MKL;G;;b;;;;;05w00/50n29;;;Volmet;;;
5680.000;;Kinloss Rescue;;;KINLOSS;G;;b;;;;;;;;SSB;;;
6205.000;t;unknown;EN-;en;Laser Hot Hits;G;;;1.000;;;;02w30/51n20;;;Free Radio, evenings & weekends, on air 04/2018;;;
6312.000;;RNLI College Poole;;;235899980;G;;b;;;;;;;;RNLI College;;;
6312.000;;Snargate Radio Dover;;;2320204;G;;b;;;;;01e17/51n06;;;DSC Test facility;;;
6759.000;;Northwood;;;MKL;G;;b;;;;;;;;RTTY 75/850;;;
6834.000;i;Northwood/JOMOC;EN-;;GYA UK Met Office/Royal Navy;G;;f;10.000;;;;00w25/51n37;;;GYA;;;
6834.000;;Northwood/JOMOC;EN-;;GYA;G;;b;;;;;00w25/51n37;;;FAX;;;
7000.700;;St Brelade;JER;;GJ7RWT;G;;b;;;;;02w12/49n11;;;2013 1L;;;
7000.800;;Inverness;SC;;GM4GKH;G;;b;;;;;04w07/57n29;;;2013 1L;;;
7000.800;;Kirby Cross;;;G6NHU;G;;b;;;;;01e12/51n51;;;2013 1L;;;
7000.800;;;;;G8AEN;G;;b;;;;;;;;;;;
7038.600;;Halesowen College Campus;EN-;;2E0DSS;G;;b;;;;;02w03/52n27;;;;;;
7038.600;;LINGFIELD;;;M0TZZ;G;;b;;;;;;;;;;;
7038.600;;Walton-on-the-Naze;EN-;;G3CO;G;;b;;;;;01e17/51n52;;;;;;
7040.500;;York;;;G0WUY;G;;b;0.000;;;;01w07/53n59;;;2014 2L;;;
8040.000;;Northwood/JOMOC;EN-;;GYA UK Met Office/Royal Navy;G;;f;10.000;;;;00w25/51n37;;;GYA;;;
8040.000;;Northwood/JOMOC;EN-;;GYA;G;;b;;;;;00w25/51n37;;;FAX;;;
8414.500;;RNLI College Poole;;;235899980;G;;b;;;;;;;;RNLI College;;;
8414.500;;Snargate Radio Dover;;;Snargate Radio Dover;G;;2;;;;;01e17/51n06;;;2014 7L MMSI 2320204;;;
8414.500;;Snargate Radio Dover;;;2320204;G;;b;;;;;01e17/51n06;;;;;;
8672.200;;Inskip;EN-;;MKL;G;;b;;;;;02w50/53n50;;;STANAG;;;
8988.000;;Northwood;;;MKL;G;;b;;;;;;;;RTTY 75/850;;;
10138.700;;Boston/Kirton Drove;EN-;;M3ONL;G;;b;;;;0;00w07/52n59;;;;;;
10138.700;;HAMILTON;;;MM0RKT;G;;b;;;;;;;;;;;
10138.700;;Halesowen College Campus;EN-;;2E0DSS;G;;b;;;;;02w03/52n27;;;;;;
10138.700;;INVERNESS-SHIRE;;;GM8FXD;G;;b;;;;;;;;;;;
10138.700;;Norwich;EN-;;2E0KFO;G;;b;;;;;01e17/52n41;;;;;;
10140.000;;Slough;;;G1NMQ;G;;b;;;;;00w12/51n29;;;2013 1L;;;
10140.000;;;;;G0PKT;G;;b;;;;;;;;;;;
10140.000;;;;;G1IVG;G;;b;;;;;;;;;;;
10140.000;;;;;G3LZR;G;;b;;;;;;;;;;;
10140.000;;;;;G4JYT;G;;b;;;;;;;;;;;
10140.000;;;;;G6NHU;G;;b;;;;;;;;;;;
10140.000;;;;;MW3UZO;G;;b;;;;;;;;;;;
10140.200;;Belper;;;G8UDI;G;;b;;;;;01w27/53n01;;;2013 1L;;;
10140.200;;;;;G0IDE;G;;b;;;;;;;;;;;
10140.200;;;;;G4IUP;G;;b;;;;;;;;;;;
11086.500;;Northwood/JOMOC;EN-;;GYA UK Met Office/Royal Navy;G;;f;10.000;;;;00w25/51n37;;;GYA;;;
11086.500;;Northwood/JOMOC;EN-;;GYA;G;;b;;;;;00w25/51n37;;;FAX;;;
11213.000;;Northwood;;;MKL;G;;b;;;;;;;;RTTY 75/850;;;
11253.000;;St Eval;EN-;en;MKL Military One Volmet;G;;u;10.000;;;;05w00/50n29;;;ex MVU RAF Volmet;;;
11253.000;;St Eval;EN-;;MKL;G;;b;;;;;05w00/50n29;;;VOLMET;;;
12257.000;;unknown;;;WR International;G;;;0.050;;;;;;;Europe's Nostalgia Station;;;
12390.000;i;Northwood/JOMOC;EN-;;GYA UK Met Office/Royal Navy;G;;f;10.000;;;;00w25/51n37;;;GYA;;;
12390.000;;Northwood/JOMOC;EN-;;GYA;G;;b;;;;;00w25/51n37;;;FAX;;;
12577.000;;Snargate Radio;;;Snargate Radio;G;;2;;;;;01e17/51n06;;;2014 1L MMSI 2320204;;;
12577.000;;Snargate Radio Dover;;;2320204;G;;b;;;;;01e17/51n06;;;;;;
14000.800;;St Brelade;JER;;GJ7RWT;G;;b;;;;;02w12/49n11;;;2013 1L;;;
14095.600;;London;EN-;;G3WZD;G;;b;;;;;00w07/51n30;;;WSPR;;;
14095.600;;London;EN-;;G7WIR;G;;b;;;;;00w07/51n30;;;WSPR;;;
14095.600;;London;EN-;;G8AXA;G;;b;;;;;00w07/51n30;;;WSPR;;;
14095.600;;London;EN-;;M0WEC;G;;b;;;;;00w07/51n30;;;WSPR;;;
14097.100;;;;;G0VXG;G;;b;;;;;;;;;;;
14097.200;;Cambridge/Chesterton Fen;EN-;;G0CCL;G;;b;;;;5;00e10/52n14;;;;;;
16804.500;;Snargate Radio;;;Snargate Radio;G;;2;;;;;01e17/51n06;;;2014 1L MMSI 2320204;;;
16804.500;;Snargate Radio Dover;;;2320204;G;;b;;;;;01e17/51n06;;;;;;
18104.600;c;many;;;Many WSPR beacons around;G;;b;;;;;;;;;;;
18261.000;i;Northwood/JOMOC;EN-;;GYA UK Met Office/Royal Navy;G;;f;10.000;;;;00w25/51n37;;;GYA;;;
18261.000;;Northwood/JOMOC;EN-;;GYA;G;;b;;;;;00w25/51n37;;;FAX;;;
26000.000;c;Croydon;EN-;;;G;;d;1.700;;;;00w05/51n25;;;ex World Radio Network;;;
26080.000;c;Crystal Palace;EN-;;;G;;d;1.700;;;;00w04/51n25;;;ex World Radio Network;;;
27065.000;;Ballymagroarty;NI-;;Holy Family Church;G;;;;;;;;;;CADS;;;
27065.000;;Middletown;NI-;;St. John's Church;G;;;;;;;;;;CADS;;;
27065.000;;Pomeroy;NI-;;Church of the Assumption;G;;;;;;;;;;CADS;;;
27155.000;;Maghera;NI-;;St. Mary\'s Church;G;;;;;;;;;;CADS;;;
27285.000;;Glenullin;NI-;;St. Joseph's Church;G;;;;;;;;;;CADS;;;
27601.000;;Portglenone;NI-;;Church of the BVM Immaculate;G;;;;;;;06w28/54n52;;;CADS;;;
27611.000;;Belfast;NI;;Good Shepherd Church;G;;;;;;;;;;CADS;;;
27641.000;;Belfast;NI;;St. Teresa's Church;G;;;;;;;;;;CADS;;;
27641.000;;Downpatrick;NI-;;St. Patrick's Church;G;;;;;;;;;;CADS;;;
27681.000;;Bellaghy;NI-;;St. Mary\'s Church;G;;;;;;;;;;CADS;;;
27681.000;;Killyclogher/Omagh;NI-;;St. Mary\'s Church;G;;;;;;;;;;CADS;;;
27691.000;;Steelstown/Derry;NI-;;Our Lady of Lourdes Church;G;;;;;;;07w18/55n02;;;CADS;;;
27701.000;;Coalisland;NI-;;Church of the Holy Family;G;;;;;;;06w42/54n32;;;CADS;;;
27711.000;;Maghery;NI-;;Church of Our Lady Queen of Peace;G;;;;;;;06w34/54n31;;;CADS;;;
27721.000;;Belfast;NI;;St. John the Evangelist Church;G;;;;;;;;;;CADS;;;
27731.000;;Belfast;NI;;Holy Trinity Church;G;;;;;;;05w59/54n35;;;CADS;;;
27731.000;;Dunloy;NI-;;St. Joseph's Church;G;;;;;;;;;;CADS;;;
27741.000;;Ballygawley;NI-;;Church of the Immaculate Conception;G;;;;;;;07w02/54n28;;;CADS;;;
27741.000;;Gilford;NI-;;Church of St. John the Evangelist;G;;;;;;;;;;CADS;;;
27751.000;;Cloughmills;NI-;;Church of the Sacred Heart;G;;;;;;;;;;CADS;;;
27751.000;;Drumcree/Portadown;NI-;;St. Patrick's Church;G;;;;;;;;;;CADS;;;
27751.000;;Fintona;NI-;;St. Lawrence's Church;G;;;;;;;;;;CADS;;;
27765.000;;Newtownabbey;NI-;;St. Gerard's Church;G;;;;;;;;;;CADS;;;
